role,player_id,player,n_obs,arima_order,arima_next_forecast,hybrid_next_forecast
Midfielder,7899,Oriol Romeu,39,"(1, 1, 0)",17.852092809267926,17.6787633814296
Midfielder,7906,Juan Mata,38,"(1, 1, 0)",31.41972178887156,31.414101984031024
Midfielder,7926,Nani,100,"(0, 1, 1)",13.3375744816439,13.337637051619753
Midfielder,7929,T. Cleverley,23,"(1, 1, 0)",20.58957358294332,20.58957358294332
Midfielder,7932,D. Fletcher,37,"(1, 1, 0)",19.420111804472175,19.275874539481368
Midfielder,7934,J. Lingard,48,"(1, 1, 0)",21.354069162766518,21.326932687918724
Midfielder,7936,P. Pogba,109,"(1, 1, 0)",25.91751170046802,25.918921231107667
Midfielder,7964,J. Henderson,107,"(0, 1, 1)",5.879988044138725,5.879936128493125
Midfielder,7965,Lucas Leiva,37,"(1, 0, 0)",25.67921713508494,25.629816157294584
Midfielder,7967,J. Shelvey,39,"(1, 1, 0)",22.952288091523663,22.950172864241615
Midfielder,7986,M. Abeid,19,"(0, 1, 1)",14.844527271738446,14.844527271738446
Midfielder,7989,D. Gosling,37,"(0, 1, 1)",15.257735309412377,15.261350137402909
Midfielder,8013,M. Albrighton,36,"(0, 1, 1)",21.998114924596983,21.99513179408236
Midfielder,8086,D. Stephens,39,"(0, 1, 1)",16.78079641185648,16.78478192113287
Midfielder,8116,N. Redmond,39,"(1, 0, 0)",24.70562731793746,25.32229196599349
Midfielder,8125,J. Cork,39,"(1, 0, 0)",20.766299694691668,20.035229295407305
Midfielder,8140,A. Lallana,94,"(0, 1, 1)",7.443441512445171,7.443481117868979
Midfielder,8143,M. Schneiderlin,39,"(1, 0, 0)",20.15184587841207,20.000516048123185
Midfielder,8144,J. Ward-Prowse,39,"(1, 1, 0)",11.20547321892876,11.157056224416678
Midfielder,8200,S. N'Zonzi,47,"(0, 1, 1)",18.16063114330057,18.160380729286707
Midfielder,8249,M. Fellaini,108,"(0, 1, 1)",6.836072312357773,6.836089538100113
Midfielder,8284,A. Lennon,37,"(1, 1, 0)",19.892420696827877,19.895135815057266
Midfielder,8285,J. Livermore,39,"(0, 1, 1)",21.202451083013262,21.144497058489765
Midfielder,8287,L. Modri\u0107,109,"(0, 1, 1)",10.46880921614724,10.468811063891229
Midfielder,8290,A. Pritchard,17,"(1, 1, 0)",18.76674379540098,18.76674379540098
Midfielder,8291,Sandro,15,"(1, 1, 0)",15.693535387433869,15.693535387433869
Midfielder,8314,G. Barry,26,"(1, 1, 0)",15.13098023920957,15.167459608015456
Midfielder,8317,David Silva,107,"(0, 1, 1)",9.7513018703444,9.751329720614672
Midfielder,8319,J. Milner,98,"(0, 1, 1)",0.6705249524017846,0.6705061173340355
Midfielder,8323,Denis Su\u00e1rez,39,"(0, 1, 1)",8.556630586081617,8.553788799600177
Midfielder,8351,A. Surman,39,"(0, 1, 1)",25.33469442292229,25.355901651225246
Midfielder,8370,C. Brunt,39,"(1, 0, 0)",18.5075964256568,19.12621032441092
Midfielder,8422,W. Zaha,38,"(1, 0, 0)",31.525416770759204,33.32737914640008
Midfielder,8464,F. Delph,42,"(1, 1, 0)",4.959308269490579,4.713209199776033
Midfielder,8471,A. Townsend,38,"(1, 0, 0)",21.396250094607687,23.85109361572585
Midfielder,8498,A. King,99,"(1, 1, 0)",9.688982570583804,9.687950482631905
Midfielder,8530,J. McClean,99,"(0, 1, 1)",5.876898703634221,5.876894328280765
Midfielder,8533,S. Sess\u00e8gnon,20,"(1, 1, 0)",15.503936469493889,15.503936469493889
Midfielder,8561,M. Noble,39,"(0, 1, 1)",23.754355174206967,23.75583679666447
Midfielder,8620,M. Diam\u00e9,38,"(1, 1, 0)",17.827093083723348,17.825453337593835
Midfielder,8623,J. McArthur,37,"(0, 1, 1)",22.330257129686032,22.374621142463837
Midfielder,8625,V. Moses,44,"(1, 1, 0)",22.745904836193453,22.743770781294238
Midfielder,8897,J. Hogg,34,"(1, 0, 0)",15.31846554882231,14.131860095331099
Midfielder,8925,A. Westwood,37,"(0, 1, 1)",13.799713190853602,13.802567360199994
Midfielder,8959,J. Stanislas,26,"(1, 0, 0)",18.74972842007976,18.78418520212274
Midfielder,8976,T. Carroll,39,"(1, 0, 0)",18.15432727489556,17.670378328896415
Midfielder,8980,J. Hendrick,99,"(0, 1, 1)",8.336898742222747,8.336911840343436
Midfielder,8981,W. Hughes,28,"(1, 0, 0)",10.596847498705158,11.168977642347583
Midfielder,9080,A. Taarabt,31,"(1, 1, 0)",23.687162470422415,23.688170891605047
Midfielder,9227,M. Ritchie,39,"(0, 1, 1)",23.023042605922033,22.916584865853597
Midfielder,9283,H. Arter,21,"(1, 1, 0)",13.63320562480064,13.63320562480064
Midfielder,9293,M. Pugh,35,"(1, 0, 0)",19.64867947999352,19.408546164668735
Midfielder,9414,M. Phillips,38,"(1, 0, 0)",28.95242688955078,28.09552238286743
Midfielder,9419,T. Ince,36,"(1, 1, 0)",18.716688987865577,18.86995690788282
Midfielder,9623,R. Brady,77,"(0, 1, 1)",10.656340473344756,10.656585195115042
Midfielder,9739,J. Ibe,38,"(1, 0, 0)",24.316815215926294,25.015075642447595
Midfielder,10252,S. Clucas,37,"(1, 0, 0)",21.103134086194327,20.86289075559645
Midfielder,11152,M. Demb\u00e9l\u00e9,108,"(0, 1, 1)",3.1294044554975056,3.1294658631827854
Midfielder,11294,S. Arfield,25,"(1, 1, 0)",13.689497542032454,13.820156392106268
Midfielder,13484,D. Alli,109,"(0, 1, 1)",9.209404747478484,9.20940956055355
Midfielder,14692,P. Bargfrede,38,"(1, 0, 0)",13.628991942801433,13.76302200178142
Midfielder,14696,Z. Junuzovi\u0107,99,"(0, 1, 1)",4.380610339057133,4.38058944762914
Midfielder,14706,A. Hunt,38,"(1, 0, 0)",18.805890266859937,18.948942293489385
Midfielder,14722,Luiz Gustavo,40,"(1, 1, 0)",19.23617540506099,19.236712308799966
Midfielder,14723,T. Kroos,106,"(0, 1, 1)",15.923364788393668,15.923373252253226
Midfielder,14726,F. Rib\u00e9ry,34,"(1, 1, 0)",21.38075176042817,21.366809131329276
Midfielder,14727,A. Robben,34,"(1, 1, 0)",20.56255808584142,20.552617506307843
Midfielder,14754,C. Gentner,38,"(1, 1, 0)",21.6789935726628,21.72330907471034
Midfielder,14770,G. Castro,31,"(1, 1, 0)",13.424047059529562,13.413718677275915
Midfielder,14781,L. Bender,32,"(1, 1, 0)",19.710297978855778,19.712973884679485
Midfielder,14786,K. Bellarabi,38,"(1, 1, 0)",18.90647567592521,18.959510629698233
Midfielder,14802,M. Bakalorz,38,"(1, 0, 0)",15.754024318941273,15.851679116078056
Midfielder,14804,J. B\u0142aszczykowski,100,"(1, 1, 0)",12.347141145091852,12.347142918330034
Midfielder,14808,\u0130. G\u00fcndo\u011fan,35,"(0, 1, 1)",18.729812308497703,18.725067674465453
Midfielder,14812,I. Peri\u0161i\u0107,109,"(1, 1, 0)",28.674148208036492,28.69308692826278
Midfielder,14816,S. Kagawa,45,"(1, 1, 0)",13.249162552844584,12.892699001323283
Midfielder,14836,T. Inui,45,"(1, 1, 0)",18.32546697706501,18.28257351518194
Midfielder,14838,C. Kramer,36,"(1, 1, 0)",14.873802444664689,14.876399083761426
Midfielder,14862,J. Draxler,105,"(1, 1, 0)",18.46569689051097,18.441794749953203
Midfielder,14863,M. H\u00f6ger,35,"(1, 0, 0)",23.79097516766675,23.917688339268047
Midfielder,14864,L. Holtby,37,"(0, 1, 1)",18.37538500008977,18.368695123771793
Midfielder,14866,Jurado,38,"(0, 1, 1)",18.968690728220093,18.96916899216448
Midfielder,14903,T. Rinc\u00f3n,38,"(1, 1, 0)",17.482776996625425,17.47947343154049
Midfielder,14905,P. Skjelbred,38,"(0, 1, 1)",12.997230863918208,12.91207223271265
Midfielder,14929,M. Hasebe,45,"(1, 1, 0)",22.767839444995047,22.763255069226147
Midfielder,14938,M. Arnold,38,"(1, 1, 0)",13.388077004275491,13.2438434198715
Midfielder,14989,D. Caligiuri,37,"(1, 1, 0)",20.377444683037847,20.37392632749319
Midfielder,14997,J. Schmid,38,"(1, 0, 0)",14.49335724751615,14.251800662681097
Midfielder,14998,J. Schuster,36,"(1, 1, 0)",16.253023786802817,16.238721220155288
Midfielder,15012,H. Nordtveit,36,"(0, 1, 1)",12.965565641318578,12.959448129777927
Midfielder,15018,P. Herrmann,33,"(1, 1, 0)",17.721280633399708,17.72550111349903
Midfielder,15129,D. Didavi,35,"(1, 1, 0)",27.70424512718864,27.92018676494308
Midfielder,15131,M. Frantz,37,"(1, 1, 0)",15.435288761006564,15.454478770689935
Midfielder,15141,A. Esswein,34,"(1, 1, 0)",10.422718911583132,10.430216192419238
Midfielder,15191,Y. Mall\u0131,99,"(0, 1, 1)",2.571340012176833,2.571358549221358
Midfielder,15194,M. Risse,37,"(1, 1, 0)",18.77111102915843,18.795125509570436
Midfielder,15253,M. Lehmann,25,"(1, 1, 0)",19.097002955331902,19.021482313230138
Midfielder,15256,P. Schwegler,36,"(1, 1, 0)",20.02973292140407,20.142191970032876
Midfielder,15276,M. Weiser,34,"(1, 1, 0)",24.850021481320493,24.934559568569295
Midfielder,15317,L. Bittencourt,36,"(1, 1, 0)",30.89740990926745,30.905879893202805
Midfielder,15430,N. H\u00f6fler,37,"(1, 1, 0)",17.130905186653454,17.14506841999324
Midfielder,15456,F. Klaus,33,"(1, 1, 0)",29.846939704510188,30.026528409811473
Midfielder,15487,J. Haberer,37,"(0, 1, 1)",24.023498715266307,24.024191559657176
Midfielder,15524,H. \u00c7alhano\u011flu,101,"(1, 1, 0)",31.46885545556805,31.485975064387535
Midfielder,15695,M. Heller,35,"(0, 1, 1)",15.460351191326254,15.43326701955425
Midfielder,15777,D. Baier,38,"(1, 0, 0)",26.323304597010498,25.68179530250061
Midfielder,15781,Ja-Cheol Koo,44,"(1, 1, 0)",19.74388833828873,19.84197456874556
Midfielder,15782,J. Mor\u00e1vek,35,"(1, 0, 0)",11.069212471388,11.216194798491614
Midfielder,15811,S. Rudy,39,"(1, 1, 0)",21.617969946359164,21.611592957173354
Midfielder,15823,D. Williams,30,"(0, 1, 1)",9.06674159080778,8.893455808470591
Midfielder,15937,D. Demme,36,"(1, 1, 0)",24.244692173970154,24.238454711807183
Midfielder,15942,L. Rupp,35,"(1, 0, 0)",18.710170388421176,19.059281707009433
Midfielder,16027,F. Bartels,16,"(1, 1, 0)",23.624777006937563,23.624777006937563
Midfielder,16110,K. Kampl,38,"(1, 1, 0)",34.97687479352494,34.97962858026763
Midfielder,16303,D. Latza,35,"(1, 1, 0)",22.113643871820283,22.05086775330336
Midfielder,16432,Caiuby,38,"(1, 0, 0)",25.163807726701606,25.541546202501166
Midfielder,16826,R. Khedira,37,"(0, 1, 1)",17.247543464998614,16.68538166175307
Midfielder,17136,J. Gondorf,38,"(1, 0, 0)",10.337702979040776,10.42825174768034
Midfielder,18591,J. Hofmann,37,"(1, 1, 0)",18.81852180335031,18.831631785364014
Midfielder,18982,N. Schulz,34,"(0, 1, 1)",15.013049223653786,15.016172238819115
Midfielder,20401,A. Aquilani,33,"(1, 1, 0)",20.062466344814688,20.04707854149857
Midfielder,20402,K. Boateng,37,"(1, 1, 0)",19.78287082920383,19.77965631345819
Midfielder,20403,S. Calvano,20,"(1, 1, 0)",11.363014843961013,11.363014843961013
Midfielder,20404,B. Cristante,37,"(1, 1, 0)",19.955037612485945,19.945784982311785
Midfielder,20414,M. Valoti,36,"(1, 1, 0)",17.990980208075314,17.99872075036791
Midfielder,20438,D. De Rossi,99,"(0, 1, 1)",6.135477274472932,6.135463803823213
Midfielder,20441,E. Lamela,24,"(1, 1, 0)",12.013115634934874,12.013115634934874
Midfielder,20443,M. Pjani\u0107,39,"(1, 1, 0)",17.404176040494935,17.40056665142824
Midfielder,20446,V. Verre,32,"(1, 1, 0)",7.277389396387202,7.280321602183443
Midfielder,20468,E. Giaccherini,100,"(0, 1, 1)",13.55104772436632,13.551094007372988
Midfielder,20470,C. Marchisio,38,"(0, 1, 1)",16.97371540802917,16.96690115916929
Midfielder,20472,S. Padoin,39,"(0, 1, 1)",14.307225846769157,14.305260964752975
Midfielder,20475,A. Vidal,30,"(1, 1, 0)",21.8333953154397,21.836327364773748
Midfielder,20529,A. Poli,38,"(1, 1, 0)",20.61009561304837,20.61683196608811
Midfielder,20556,A. Candreva,100,"(0, 1, 1)",6.878748992356075,6.878769928487553
Midfielder,20561,S. Luli\u0107,37,"(1, 0, 0)",20.83248117604237,20.54073175826054
Midfielder,20588,K. Asamoah,33,"(1, 1, 0)",20.02118916941475,20.03769038749527
Midfielder,20591,G. Fernandes,100,"(1, 1, 0)",3.4954366900896745,3.4953880601501184
Midfielder,20593,R. Pereyra,39,"(1, 1, 0)",30.584620331700265,30.554584061081826
Midfielder,20620,Pedro Obiang,23,"(0, 1, 1)",20.73157594815721,20.73157594815721
Midfielder,20623,R. Soriano,30,"(0, 1, 1)",17.513956273737602,17.503520573321037
Midfielder,20653,P. Hetemaj,38,"(0, 1, 1)",16.797876827896516,16.793155737698953
Midfielder,20655,L. Rigoni,29,"(1, 1, 0)",23.619079986400443,23.603644573874313
Midfielder,20685,R. Krhin,33,"(0, 1, 1)",17.55807517578327,17.707083896896474
Midfielder,20689,G. Ram\u00edrez,39,"(1, 1, 0)",24.261290247696795,24.263273212272086
Midfielder,20749,A. Bertolacci,38,"(0, 1, 1)",23.475772965879266,23.45939226839048
Midfielder,20751,J. Cuadrado,45,"(1, 1, 0)",21.692482812098795,21.694978048793608
Midfielder,20812,A. Acquah,38,"(0, 1, 1)",21.30236769940947,21.310870242382034
Midfielder,20815,A. Barberis,38,"(0, 1, 1)",21.16234472253468,21.16668375627246
Midfielder,20816,\u00c9. Barreto,36,"(0, 1, 1)",23.7507733408324,23.75139654092114
Midfielder,20845,G. Bonaventura,36,"(0, 1, 1)",21.50911347600865,21.422033563584563
Midfielder,20850,L. Cigarini,37,"(0, 1, 1)",20.56749156355456,20.573396685119427
Midfielder,20879,R. Nainggolan,99,"(0, 1, 1)",9.118599288111335,9.118594951873428
Midfielder,20911,P. Schiattarella,37,"(0, 1, 1)",22.70992688413948,22.6993549498567
Midfielder,20935,R\u00f4mulo,39,"(1, 1, 0)",17.46671384826897,17.46867235258816
Midfielder,20938,V. Behrami,107,"(1, 1, 0)",17.080838983260097,17.080210645996036
Midfielder,20943,R. Montolivo,35,"(0, 1, 1)",21.054278141680054,21.044384605112366
Midfielder,21019,M. Valdifiori,27,"(1, 1, 0)",7.298236986285966,7.292585944420617
Midfielder,21025,R. Saponara,33,"(1, 0, 0)",11.426287685352932,11.541494642216335
Midfielder,21148,N. Rigoni,37,"(0, 1, 1)",9.340174672027574,9.332985807975279
Midfielder,21169,B. D\u017eemaili,107,"(0, 1, 1)",8.971682978585827,8.97161423952924
Midfielder,21171,M. Ham\u0161\u00edk,101,"(1, 1, 0)",17.615930821147355,17.605383436527642
Midfielder,21288,Miguel Veloso,37,"(1, 1, 0)",19.15825365579303,19.156304114522296
Midfielder,21291,V. Birsa,38,"(0, 1, 1)",26.055399325084363,26.062407311391507
Midfielder,21314,E. Hallfre\u00f0sson,104,"(0, 1, 1)",1.435913416285724,1.435839074392528
Midfielder,21315,Jorginho,38,"(0, 1, 1)",17.9128871945085,17.93590170269627
Midfielder,21350,M. Parolo,96,"(0, 1, 1)",8.234775228178313,8.2347658103534
Midfielder,21507,D. Baselli,35,"(1, 1, 0)",22.34130386138939,22.515825724849932
Midfielder,21564,I. Radovanovi\u0107,37,"(0, 1, 1)",19.33192128327709,19.3369058111034
Midfielder,21620,J. Kurti\u010d,37,"(0, 1, 1)",19.47940101237345,19.48571010441828
Midfielder,22099,M. B\u00fcchel,32,"(1, 1, 0)",13.525060657808568,13.526890788624074
Midfielder,22162,F. Magnanelli,38,"(0, 1, 1)",20.60538526434196,20.600875949447286
Midfielder,22163,S. Missiroli,38,"(1, 1, 0)",18.495267536870397,18.501728717616952
Midfielder,22323,L. Memushaj,85,"(0, 1, 1)",6.498239482377296,6.4984791079504545
Midfielder,22380,M. Benassi,38,"(0, 1, 1)",23.513705536807898,23.500133320773962
Midfielder,22381,Daniel Bessa,38,"(1, 1, 0)",26.756749156355458,26.753983225166397
Midfielder,22566,A. Florenzi,100,"(0, 1, 1)",11.806037294083549,11.805997280740453
Midfielder,22695,N. Viola,37,"(0, 1, 1)",16.67189257592801,16.68433503807429
Midfielder,23427,M. Fossati,35,"(0, 1, 1)",12.94083766680413,12.94119051885062
Midfielder,25403,J. Ferri,41,"(1, 1, 0)",12.42704159102767,12.427511244894855
Midfielder,25405,M. Gonalons,34,"(0, 1, 1)",17.159782818630713,17.157796523645896
Midfielder,25407,C. Grenier,33,"(1, 1, 0)",26.645017065020077,26.644530974240773
Midfielder,25439,T. Motta,100,"(0, 1, 1)",3.9206727579334792,3.920675700912815
Midfielder,25440,J. Pastore,41,"(0, 1, 1)",30.8011710346189,30.79973088954358
Midfielder,25461,R. Boudebouz,33,"(1, 1, 0)",24.74893860195733,24.748113099978934
Midfielder,25470,S. Prci\u0107,35,"(0, 1, 1)",17.73935515997372,17.742148121869185
Midfielder,25474,R. Camara,17,"(0, 1, 1)",16.787043927652217,16.787043927652217
Midfielder,25503,G. Mandjeck,18,"(1, 0, 0)",15.140221978732782,15.140221978732782
Midfielder,25504,S. Me\u00eft\u00e9,35,"(0, 1, 1)",18.07889456813763,18.0794748268051
Midfielder,25514,P. Ntep,35,"(0, 1, 1)",5.538471550004316,5.540387124078108
Midfielder,25532,V. Bessat,39,"(1, 0, 0)",18.881961640879485,19.559412059351775
Midfielder,25537,G. Krychowiak,107,"(0, 1, 1)",14.87642901394184,14.876399278674677
Midfielder,25541,J. Veretout,37,"(1, 1, 0)",17.189907074115737,17.172334075115188
Midfielder,25562,M. Amalfitano,29,"(1, 1, 0)",14.819674578206534,14.837901477413173
Midfielder,25596,J. Pla\u0161il,100,"(0, 1, 1)",6.000253327198005,6.000254169113613
Midfielder,25623,G. Kondogbia,36,"(0, 1, 1)",26.280630697821454,26.28470706972219
Midfielder,25647,J. F\u00e9ret,41,"(1, 0, 0)",22.69956500838422,24.29511149237775
Midfielder,25650,V. Pajot,30,"(1, 1, 0)",19.270025745282958,19.280459977935145
Midfielder,25706,I. Gueye,46,"(1, 1, 0)",30.005982319292773,30.185621390518893
Midfielder,25743,B. Sarr,38,"(1, 1, 0)",27.66282086291644,27.65450673022601
Midfielder,25764,Y. Cahuzac,37,"(1, 0, 0)",14.544501538550316,14.595419312989174
Midfielder,25776,W. Khazri,41,"(0, 1, 1)",24.97337520480612,24.970081586246284
Midfielder,25798,E. Capoue,37,"(1, 0, 0)",17.564085151813323,18.39007177557736
Midfielder,25800,\u00c9. Didot,38,"(1, 1, 0)",18.554214533444316,18.551266338702114
Midfielder,25804,M. Sissoko,100,"(0, 1, 1)",11.852064928463756,11.852086713961421
Midfielder,25805,F. Tabanou,22,"(0, 1, 1)",15.895830045480654,15.895830045480654
Midfielder,25826,B. Andr\u00e9,41,"(1, 0, 0)",24.652509209792427,24.551859584729485
Midfielder,25829,P. Lasne,41,"(1, 1, 0)",22.059314445658117,22.036669255299955
Midfielder,25835,F. Sammaritano,36,"(0, 1, 1)",18.65550141348336,18.653173539180496
Midfielder,25861,J. Guilavogui,38,"(1, 1, 0)",15.815022537067108,15.952518278315239
Midfielder,25865,B. Sako,19,"(0, 1, 1)",9.75867583042394,9.75867583042394
Midfielder,25888,F. Fajr,44,"(0, 1, 1)",17.395175892395244,17.399677682203517
Midfielder,25891,B. Nivet,41,"(1, 0, 0)",17.035205778050333,16.98125114696017
Midfielder,25939,M. Diallo,39,"(1, 1, 0)",22.752194154928134,23.097037065694735
Midfielder,25942,G. Imbula,34,"(1, 1, 0)",20.19169852539596,20.071444500532717
Midfielder,25950,A. Knockaert,39,"(0, 1, 1)",18.01969578783152,18.020437403722976
Midfielder,25995,B. Stambouli,34,"(1, 1, 0)",18.006194251734392,18.002291130978243
Midfielder,25999,R. Cabella,39,"(0, 1, 1)",14.466138722009834,14.464609766013798
Midfielder,26000,B. Dabo,40,"(0, 1, 1)",25.5200428198289,25.514677656741057
Midfielder,26065,J. Martin,40,"(1, 0, 0)",17.24683965470631,16.742402506135296
Midfielder,26100,N. Sliti,46,"(0, 1, 1)",22.754437465865653,22.749503259260695
Midfielder,26120,T. Mangani,40,"(1, 1, 0)",18.276399139846692,18.095719222511182
Midfielder,26150,R. Mahrez,39,"(0, 1, 1)",28.740584633385332,28.744454733168276
Midfielder,26285,A. Gon\u00e7alves,41,"(1, 0, 0)",13.991959061767398,14.006960418369113
Midfielder,26314,L. Deaux,40,"(1, 1, 0)",15.714636810486075,15.704302598153111
Midfielder,26381,B. Corgnet,41,"(1, 0, 0)",20.234023972929876,20.022118150772016
Midfielder,26384,G. Kakuta,40,"(1, 0, 0)",25.042614297442285,25.449903236203042
Midfielder,26389,Y. Sankhar\u00e9,39,"(0, 1, 1)",18.38660567995631,18.385610341993207
Midfielder,26508,R. Cohade,41,"(1, 0, 0)",27.815505407859465,27.368521742631575
Midfielder,26518,C. S\u00e1nchez,45,"(1, 1, 0)",17.666986373355307,17.657691178014197
Midfielder,26604,Y. Salibur,35,"(1, 1, 0)",20.65645048734432,20.637486772282774
Midfielder,26652,D. Wass,39,"(0, 1, 1)",16.687599808875092,16.68929035492576
Midfielder,26956,N. Benezet,37,"(0, 1, 1)",23.81049164668476,23.881516004957312
Midfielder,27646,P. Capelle,40,"(0, 1, 1)",30.847127383921553,30.94022630748551
Midfielder,28115,N. Fekir,48,"(0, 1, 1)",18.956052004456804,18.844187683522986
Midfielder,28117,R. Ghezzal,38,"(1, 1, 0)",19.761218826167912,19.99750597297463
Midfielder,28230,A. Tameze,41,"(1, 0, 0)",17.270872377742432,17.437626042355202
Midfielder,28232,I. Amadou,35,"(0, 1, 1)",22.38189513926816,22.386381759694338
Midfielder,28291,T. Bakayoko,38,"(0, 1, 1)",12.813832553302133,12.819783272420251
Midfielder,28292,A. Doucour\u00e9,39,"(1, 1, 0)",27.15030507886982,27.150819854384423
Midfielder,28866,K. Azamoum,41,"(1, 1, 0)",19.993514472965597,19.984180832628606
Midfielder,28922,T. Lemar,42,"(1, 1, 0)",25.66268432550519,25.733751688528947
Midfielder,28948,G. Fofana,39,"(0, 1, 1)",14.364599546509742,14.361237010079384
Midfielder,28990,D. Li\u00e9nard,41,"(1, 0, 0)",21.559578599818625,21.526004912742057
Midfielder,29137,J. Grimm,39,"(1, 1, 0)",7.970985433198494,7.987316858135146
Midfielder,29640,M. Lemina,37,"(1, 0, 0)",27.399889532339202,26.273098055135833
Midfielder,29641,B. Pel\u00e9,41,"(1, 0, 0)",24.71651930847771,23.83569587507851
Midfielder,30437,F. Mollet,41,"(1, 1, 0)",22.27048765385977,22.275785269983924
Midfielder,32652,E. \u00c7olak,36,"(0, 1, 1)",11.947749118930204,11.946336354738577
Midfielder,37714,Y. El Ghanassy,35,"(1, 1, 0)",12.742798699469615,12.77796947810178
Midfielder,37725,C. Kouyat\u00e9,44,"(1, 1, 0)",16.968235728318025,17.043545265669156
Midfielder,37732,L. Biglia,37,"(1, 1, 0)",25.384842519685048,25.37282534412982
Midfielder,37739,D. Praet,39,"(1, 1, 0)",21.037718249424305,21.077087292387095
Midfielder,38015,S. Peeters,40,"(1, 0, 0)",10.68159994627204,10.657434464943076
Midfielder,38021,K. De Bruyne,109,"(1, 1, 0)",31.119577483099324,31.11604018119387
Midfielder,40550,Paulinho,45,"(0, 1, 1)",12.349004138644595,12.35433498435821
Midfielder,40726,Allan,39,"(1, 1, 0)",21.077694413198344,21.075436768068187
Midfielder,40756,Casemiro,45,"(0, 1, 1)",21.67997618123815,21.681151614635443
Midfielder,40806,Felipe Anderson,22,"(0, 1, 1)",20.679370474032133,20.679370474032133
Midfielder,41056,Thiago Mendes,40,"(0, 1, 1)",12.608547241944295,12.612759785312635
Midfielder,41174,M. Lanzini,37,"(0, 1, 1)",25.552627221178863,25.739790156912658
Midfielder,43196,Som\u00e1lia,41,"(1, 1, 0)",25.99010103768433,25.936004890266307
Midfielder,43515,Andrei Girotto,35,"(1, 1, 0)",15.345805245066844,15.320821770082079
Midfielder,49872,X. Shaqiri,107,"(0, 1, 1)",13.98158338948061,13.981594833572407
Midfielder,49876,G. Xhaka,107,"(1, 1, 0)",11.075045201767123,11.074896197605765
Midfielder,49982,A. Abrashi,91,"(0, 1, 1)",8.8514515515916,8.851560337518896
Midfielder,49991,R. Freuler,37,"(0, 1, 1)",23.03120909886264,23.032019215392104
Midfielder,49997,S. Zuber,44,"(0, 1, 1)",15.579863606102341,15.47901142955529
Midfielder,50073,A. Ioni\u0163\u0103,39,"(0, 1, 1)",18.52917322834645,18.526201370560273
Midfielder,50812,J. Durmaz,101,"(0, 1, 1)",3.22918622983532,3.2291730311317925
Midfielder,51004,C. Borges,44,"(0, 1, 1)",13.997995344024831,13.99774656168812
Midfielder,51013,R. Quaison,36,"(1, 1, 0)",20.14887807751392,20.550298104531514
Midfielder,51145,O. Hiljemark,19,"(0, 1, 1)",16.975332620275577,16.975332620275577
Midfielder,51151,M. Rohd\u00e9n,38,"(0, 1, 1)",11.11327517851536,11.108606182777331
Midfielder,54380,O. Seln\u00e6s,41,"(1, 0, 0)",16.38872677028243,16.672123401761695
Midfielder,55990,T. Delaney,45,"(0, 1, 1)",17.698629336105284,17.018735127197203
Midfielder,56025,M. Krohn-Dehli,38,"(0, 1, 1)",18.17700331202803,18.171098704553227
Midfielder,61961,B. Kayal,21,"(0, 1, 1)",10.128955338567252,10.128955338567252
Midfielder,61962,Sung-Yeung Ki,36,"(1, 1, 0)",28.28003120124805,32.56789779365528
Midfielder,61967,V. Wanyama,39,"(0, 1, 1)",13.205924413603146,13.203111838054259
Midfielder,61988,S. Davis,88,"(1, 1, 0)",12.103496812073155,12.105659477201863
Midfielder,62224,R. Fraser,39,"(1, 0, 0)",21.853169684715645,22.977443461723702
Midfielder,62389,A. Mooy,45,"(1, 1, 0)",27.205604134165373,22.998794613443938
Midfielder,65027,S. Ilsanker,98,"(0, 1, 1)",5.049719300015465,5.049621965630547
Midfielder,65055,F. Kainz,38,"(0, 1, 1)",27.017812541887604,26.79769963698133
Midfielder,65596,M. Sabitzer,94,"(0, 1, 1)",5.9304978870195,5.93050823960124
Midfielder,69400,M. Badelj,108,"(1, 0, 0)",21.511351041574827,21.69816484310185
Midfielder,69404,M. Kova\u010di\u0107,107,"(0, 1, 1)",3.382509506974004,3.382519343603037
Midfielder,69968,M. Brozovi\u0107,109,"(1, 0, 0)",23.717330502036074,23.74329462802694
Midfielder,70092,S. Defour,23,"(1, 1, 0)",22.262350494019763,22.262350494019763
Midfielder,70096,J. Rodr\u00edguez,42,"(1, 1, 0)",27.797116422225766,27.27533426242047
Midfielder,70120,Javi Garc\u00eda,37,"(0, 1, 1)",12.613489394723231,12.604647130421156
Midfielder,70122,N. Mati\u0107,45,"(1, 0, 0)",20.3514379219472,20.151930700367647
Midfielder,70156,A. Carrillo,43,"(1, 1, 0)",13.75767191860934,13.051596667506892
Midfielder,70215,C. Atsu,33,"(0, 1, 1)",24.09496879875195,24.076368990535855
Midfielder,70403,Adrien Silva,105,"(0, 1, 1)",7.350131129274967,7.350148183653953
Midfielder,70965,Jo\u00e3o M\u00e1rio,106,"(0, 1, 1)",15.885013203301398,15.884981515982119
Midfielder,77548,J. Allen,99,"(0, 1, 1)",24.735434408334957,24.828066389111743
Midfielder,77552,N. Dyer,30,"(1, 0, 0)",19.449428398849278,18.98116769337824
Midfielder,77557,W. Routledge,38,"(1, 1, 0)",10.816556313212397,10.810749317656638
Midfielder,77558,G. Sigur\u00f0sson,106,"(0, 1, 1)",8.544461312153995,8.544455709317386
